SENTENCE;LAW
durumlarda mirasbırakan , ölüme bağlı bir tasarrufla saklı paylı mirasçısını mirasçılıktan çıkarabilir : Mirasçı , mirasbırakana veya mirasbırakanın yakınlarından birine karşı ağır bir suç işlemişse , Mirasçı , mirasbırakana veya mirasbırakanın ailesi üyelerine karşı aile hukukundan doğan yükümlülüklerini önemli ölçüde yerine getirmemişse .;TÜRK MEDENİ KANUNU
"çıkarılan kimse , mirastan pay alamayacağı gibi ; tenkis davası da açamaz .";TÜRK MEDENİ KANUNU
başka türlü tasarrufta bulunmuş olmadıkça , mirasçılıktan çıkarılan kimsenin miras payı , o kimse mirasbırakandan önce ölmüş gibi , mirasçılıktan çıkarılanın varsa altsoyuna , yoksa mirasbırakanın yasal mirasçılarına kalır .;TÜRK MEDENİ KANUNU
çıkarılan kimsenin altsoyu , o kimse mirasbırakandan önce ölmüş gibi saklı payını isteyebilir .;TÜRK MEDENİ KANUNU
çıkarma , mirasbırakan ancak buna ilişkin tasarrufunda çıkarma sebebini belirtmişse geçerlidir .;TÜRK MEDENİ KANUNU
çıkarılan kimse itiraz ederse , belirtilen sebebin varlığını ispat , çıkarmadan yararlanan mirasçıya veya vasiyet alacaklısına düşer .;TÜRK MEDENİ KANUNU
"varlığı ispat edilememiş veya çıkarma sebebi tasarrufta belirtilmemişse tasarruf , mirasçının saklı payı dışında yerine getirilir ; ancak , mirasbırakan bu tasarrufu çıkarma sebebi hakkında düştüğü açık bir yanılma yüzünden yapmışsa , çıkarma geçersiz olur .";TÜRK MEDENİ KANUNU
hakkında borç ödemeden aciz belgesi bulunan altsoyunu , saklı payının yarısı için mirasçılıktan çıkarabilir .;TÜRK MEDENİ KANUNU
bu yarıyı mirasçılıktan çıkarılanın doğmuş ve doğacak çocuklarına özgülemesi şarttır .;TÜRK MEDENİ KANUNU
açıldığı zaman borç ödemeden aciz belgesinin hükmü kalmamışsa veya belgenin kapsadığı borç tutarı mirasçılıktan çıkarılanın miras payının yarısını aşmıyorsa , mirasçılıktan çıkarılanın istemi üzerine çıkarma iptal olunur .;TÜRK MEDENİ KANUNU
tasarruf özgürlüğünün sınırları içinde , malvarlığının tamamında veya bir kısmında vasiyetname ya da miras sözleşmesiyle tasarrufta bulunabilir .;TÜRK MEDENİ KANUNU
üzerinde tasarruf etmediği kısım yasal mirasçılarına kalır .;TÜRK MEDENİ KANUNU
ölüme bağlı tasarruflarını koşullara veya yüklemelere bağlayabilir .;TÜRK MEDENİ KANUNU
hüküm ve sonuçlarını doğurduğu andan itibaren , her ilgili koşul veya yüklemenin yerine getirilmesini isteyebilir .;TÜRK MEDENİ KANUNU
veya ahlaka aykırı koşullar ve yüklemeler , ilişkin bulundukları tasarrufu geçersiz kılar .;TÜRK MEDENİ KANUNU
veya yalnız başkalarını rahatsız edici nitelikte olan koşullar ve yüklemeler yok sayılır .;TÜRK MEDENİ KANUNU
mirasının tamamı veya belli bir oranı için bir veya birden çok kişiyi mirasçı atayabilir .;TÜRK MEDENİ KANUNU
kişinin , mirasın tamamını veya belli bir oranını almasını içeren her tasarruf , mirasçı atanması sayılır .;TÜRK MEDENİ KANUNU
bir kimseye onu mirasçı atamaksızın belirli bir mal bırakma yoluyla kazandırmada bulunabilir .;TÜRK MEDENİ KANUNU
"mal bırakma , ölüme bağlı tasarrufla bir kimseye terekedeki bir malın mülkiyetinin veya terekenin tamamı ya da bir kısmı üzerinde intifa hakkının kazandırılmasına yönelik olabileceği gibi ; bir kimse lehine tereke değeri üzerinden bir edimin yerine getirilmesinin , bir iradın bağlanmasının veya bir kimsenin bir borçtan kurtarılmasının , mirasçılar veya belirli mal bırakılanlara yükletilmesi suretiyle de olabilir .";TÜRK MEDENİ KANUNU
belirli mal terekede bulunmadığı takdirde , tasarruftan aksi anlaşılmadıkça , ölüme bağlı tasarrufu yerine getirmekle yükümlü olanlar borçtan kurtulurlar .;TÜRK MEDENİ KANUNU
"belirli mal , mirasın açılması anındaki durumuyla teslim olunur ; yarar ve hasar , mirasın açılması anında kendisine belirli mal bırakılana geçer .";TÜRK MEDENİ KANUNU
yerine getirme ile yükümlü olan kimse , mirasın açılmasından sonra bırakılan belirli mala yaptığı harcamalar ve mala verdiği zararlardan dolayı , vekaletsiz iş görenin haklarına sahip ve borçlarıyla yükümlü olur .;TÜRK MEDENİ KANUNU
mevcudunu veya tasarrufu yerine getirme yükümlüsüne yapılan kazandırmayı ya da saklı payı zedeleyen tasarrufların orantılı olarak tenkisi istenebilir .;TÜRK MEDENİ KANUNU
"yerine getirme yükümlüsü , mirasçılığı veya kendisine bırakılan kazandırmayı reddetmiş ya da mirasbırakandan önce ölmüş veya mirastan yoksun kalmış olsa bile tasarruf yürürlükte kalır ; yerine getirme borcu , bu durumlardan yararlananlara geçer .";TÜRK MEDENİ KANUNU
veya atanmış mirasçı , mirası reddetmiş olsa bile lehine yapılmış bir tasarrufun yerine getirilmesini isteyebilir .;TÜRK MEDENİ KANUNU
atadığı mirasçının kendisinden önce ölmesi veya mirası reddetmesi halinde onun yerine geçmek üzere bir veya birden çok kişiyi yedek mirasçı olarak atayabilir .;TÜRK MEDENİ KANUNU
kural belirli mal bırakmada da uygulanır .;TÜRK MEDENİ KANUNU
ölüme bağlı tasarrufuyla önmirasçı atadığı kişiyi mirası artmirasçıya devretmekle yükümlü kılabilir .;TÜRK MEDENİ KANUNU
yükümlülük artmirasçıya yüklenemez .;TÜRK MEDENİ KANUNU
kurallar belirli mal bırakmada da uygulanır .;TÜRK MEDENİ KANUNU
geçiş anı belirtilmemişse miras , önmirasçının ölümüyle artmirasçıya geçer .;TÜRK MEDENİ KANUNU
geçiş anı gösterilmiş olup önmirasçının ölümünde bu an henüz gelmemişse miras , güvence göstermeleri koşuluyla önmirasçının mirasçılarına teslim edilir .;TÜRK MEDENİ KANUNU
"artmirasçıya geçmesine herhangi bir sebeple olanak kalmadığı anda miras , önmirasçıya ; önmirasçı ölmüşse onun mirasçılarına kesin olarak kalır .";TÜRK MEDENİ KANUNU
geçen mirasın sulh mahkemesince defteri tutulur .;TÜRK MEDENİ KANUNU
açıkça bağışık tutmadıkça , mirasın önmirasçıya teslimi onun güvence göstermesine bağlıdır .;TÜRK MEDENİ KANUNU
bu güvence , yeterli görüldüğü takdirde mirası geçirme yükümlülüğünün tapu kütüğüne şerh verilmesiyle de sağlanabilir .;TÜRK MEDENİ KANUNU
güvence göstermez veya artmirasçının beklenen haklarını tehlikeye düşürürse , mirasın resmen yönetimine karar verilir .;TÜRK MEDENİ KANUNU
mirası atanmış mirasçılar gibi kazanır .;TÜRK MEDENİ KANUNU
mirasa artmirasçıya geçirme yükümlülüğü ile sahip olur .;TÜRK MEDENİ KANUNU
mirası belirlenmiş olan geçiş anında sağ ise kazanır .;TÜRK MEDENİ KANUNU
geçiş anından önce ölmüşse , tasarrufta aksi öngörülmüş olmadıkça , miras önmirasçıya kalır .;TÜRK MEDENİ KANUNU
mirasbırakanın ölümünde sağ değilse veya mirastan yoksun kalmışsa ya da mirası reddederse , miras artmirasçıya geçer .;TÜRK MEDENİ KANUNU
terekesinin tasarruf edilebilir kısmının tamamını veya bir bölümünü özgülemek suretiyle vakıf kurabilir .;TÜRK MEDENİ KANUNU
ancak kanun hükümlerine uyulmak koşuluyla tüzel kişilik kazanır .;TÜRK MEDENİ KANUNU
miras sözleşmesiyle mirasını veya belirli malını sözleşme yaptığı kimseye ya da üçüncü bir kişiye bırakma yükümlülüğü altına girebilir .;TÜRK MEDENİ KANUNU
"malvarlığında eskisi gibi serbestçe tasarruf edebilir ; ancak , miras sözleşmesindeki yükümlülüğü ile bağdaşmayan ölüme bağlı tasarruflarına veya bağışlamalarına itiraz edilebilir .";TÜRK MEDENİ KANUNU
bir mirasçısı ile karşılıksız veya bir karşılık sağlanarak mirastan feragat sözleşmesi yapabilir .;TÜRK MEDENİ KANUNU
eden , mirasçılık sıfatını kaybeder .;TÜRK MEDENİ KANUNU
karşılık sağlanarak mirastan feragat , sözleşmede aksi öngörülmedikçe feragat edenin altsoyu için de sonuç doğurur .;TÜRK MEDENİ KANUNU
feragat sözleşmesi belli bir kişi lehine yapılmış olup bu kişinin herhangi bir sebeple mirasçı olamaması halinde , feragat hükümden düşer .;TÜRK MEDENİ KANUNU
feragat sözleşmesi belli bir kişi lehine yapılmamışsa , en yakın ortak kökün altsoyu lehine yapılmış sayılır ve bunların herhangi bir sebeple mirasçı olamaması halinde , feragat yine hükümden düşer .;TÜRK MEDENİ KANUNU
açılması anında tereke , borçları karşılayamıyorsa ve borçlar mirasçılar tarafından da ödenmiyorsa , feragat eden ve mirasçıları , alacaklılara karşı feragat için ölümünden önceki beş yıl içinde mirasbırakandan almış oldukları karşılıktan , mirasın açılması anındaki zenginleşmeleri tutarında sorumludurlar .;TÜRK MEDENİ KANUNU
resmi şekilde veya mirasbırakanın el yazısı ile ya da sözlü olarak yapılabilir .;TÜRK MEDENİ KANUNU
vasiyetname , iki tanığın katılmasıyla resmi memur tarafından düzenlenir .;TÜRK MEDENİ KANUNU
memur , sulh hakimi , noter veya kanunla kendisine bu yetki verilmiş diğer bir görevli olabilir .;TÜRK MEDENİ KANUNU
arzularını resmi memura bildirir .;TÜRK MEDENİ KANUNU
üzerine memur , vasiyetnameyi yazar veya yazdırır ve okuması için mirasbırakana verir .;TÜRK MEDENİ KANUNU
mirasbırakan tarafından okunup imzalanır .;TÜRK MEDENİ KANUNU
vasiyetnameyi tarih koyarak imzalar .;TÜRK MEDENİ KANUNU
tarih ve imza konulduktan hemen sonra mirasbırakan , vasiyetnameyi okuduğunu , bunun son arzularını içerdiğini memurun huzurunda iki tanığa beyan eder .;TÜRK MEDENİ KANUNU
bu beyanın kendi önlerinde yapıldığını ve mirasbırakanı tasarrufa ehil gördüklerini vasiyetnameye yazarak veya yazdırarak altını imzalarlar .;TÜRK MEDENİ KANUNU
içeriğinin tanıklara bildirilmesi zorunlu değildir .;TÜRK MEDENİ KANUNU
vasiyetnameyi bizzat okuyamaz veya imzalayamazsa , memur vasiyetnameyi iki tanığın önünde ona okur ve bunun üzerine mirasbırakan vasiyetnamenin son arzularını içerdiğini beyan eder .;TÜRK MEDENİ KANUNU
"durumda tanıklar , hem mirasbırakanın beyanının kendi önlerinde yapıldığını ve onu tasarrufa ehil gördüklerini ; hem vasiyetnamenin kendi önlerinde memur tarafından mirasbırakana okunduğunu ve onun vasiyetnamenin son arzularını içerdiğini beyan ettiğini vasiyetnameye yazarak veya yazdırarak altını imzalarlar .";TÜRK MEDENİ KANUNU
ehliyeti bulunmayanlar , bir ceza mahkemesi kararıyla kamu hizmetinden yasaklılar , okur yazar olmayanlar , mirasbırakanın eşi , üstsoy ve altsoy kan hısımları , kardeşleri ve bu kişilerin eşleri , resmi vasiyetnamenin düzenlenmesine memur veya tanık olarak katılamazlar .;TÜRK MEDENİ KANUNU
vasiyetnamenin düzenlenmesine katılan memura ve tanıklara , bunların üstsoy ve altsoy kan hısımlarına , kardeşlerine ve bu kişilerin eşlerine o vasiyetname ile kazandırmada bulunulamaz .;TÜRK MEDENİ KANUNU
vasiyetnameyi düzenleyen memur , vasiyetnamenin aslını saklamakla yükümlüdür .;TÜRK MEDENİ KANUNU
yazılı vasiyetnamenin yapıldığı yıl , ay ve gün gösterilerek başından sonuna kadar mirasbırakanın el yazısıyla yazılmış ve imzalanmış olması zorunludur .;TÜRK MEDENİ KANUNU
yazılı vasiyetname , saklanmak üzere açık veya kapalı olarak notere , sulh hakimine veya yetkili memura bırakılabilir .;TÜRK MEDENİ KANUNU
";yakın ölüm tehlikesi , ulaşımın kesilmesi , hastalık , savaş gibi olağanüstü durumlar yüzünden resmi veya el yazılı vasiyetname yapamıyorsa , sözlü vasiyet yoluna başvurabilir .";TÜRK MEDENİ KANUNU
için mirasbırakan , son arzularını iki tanığa anlatır ve onlara bu beyanına uygun bir vasiyetname yazmaları veya yazdırmaları görevini yükler .;TÜRK MEDENİ KANUNU
vasiyetname düzenlenmesinde okur yazar olma koşulu dışında , tanıklara ilişkin yasaklar , sözlü vasiyetteki tanıklar için de geçerlidir .;TÜRK MEDENİ KANUNU
tarafından görevlendirilen tanıklardan biri , kendilerine beyan edilen son arzuları , yer , yıl , ay ve günü de belirterek hemen yazar , bu belgeyi imzalar ve diğer tanığa imzalatır .;TÜRK MEDENİ KANUNU
belgeyi ikisi birlikte vakit geçirmeksizin bir sulh veya asliye mahkemesine verirler ve mirasbırakanı vasiyetname yapmaya ehil gördüklerini , onun son arzularını olağanüstü durum içinde kendilerine anlattığını hakime beyan ederler .;TÜRK MEDENİ KANUNU
daha önce bir belge düzenlemek yerine , vakit geçirmeksizin mahkemeye başvurup yukarıdaki hususları beyan ederek mirasbırakanın son arzularını bir tutanağa geçirtebilirler .;TÜRK MEDENİ KANUNU
"vasiyet yoluna başvuran kimse askerlik hizmetinde bulunuyorsa , teğmen veya daha yüksek rütbeli bir subay ; Ülke sınırları dışında seyreden bir ulaşım aracında bulunuyorsa , o aracın sorumlu yöneticisi ; sağlık kurumlarında tedavi edilmekteyse , sağlık kurumunun en yetkili yöneticisi hakim yerine geçer .";TÜRK MEDENİ KANUNU
için sonradan diğer şekillerde vasiyetname yapma olanağı doğarsa , bu tarihin üzerinden bir ay geçince sözlü vasiyet hükümden düşer .;TÜRK MEDENİ KANUNU
vasiyetname için kanunda öngörülen şekillerden birine uymak suretiyle yeni bir vasiyetname yaparak önceki vasiyetnameden her zaman dönebilir .;TÜRK MEDENİ KANUNU
tamamından veya bir kısmından dönülebilir .;TÜRK MEDENİ KANUNU
yok etmek suretiyle de vasiyetnameden dönebilir .;TÜRK MEDENİ KANUNU
sonucunda veya üçüncü kişinin kusuruyla yok olan ve içeriğinin aynen ve tamamen belirlenmesine olanak bulunmayan vasiyetname hükümsüz kalır .;TÜRK MEDENİ KANUNU
isteme hakkı saklıdır .;TÜRK MEDENİ KANUNU
önceki vasiyetnamesini ortadan kaldırmaksızın yeni bir vasiyetname yaparsa , kuşkuya yer bırakmayacak surette önceki vasiyetnameyi tamamlamadıkça , sonraki vasiyetname onun yerini alır .;TÜRK MEDENİ KANUNU
mal bırakma vasiyeti de , vasiyetnamede aksi belirtilmedikçe , mirasbırakanın sonradan o mal üzerinde bu vasiyetle bağdaşmayan başka bir tasarrufta bulunmasıyla ortadan kalkar .;TÜRK MEDENİ KANUNU
sözleşmesinin geçerli olması için resmi vasiyetname şeklinde düzenlenmesi gerekir .;TÜRK MEDENİ KANUNU
tarafları , arzularını resmi memura aynı zamanda bildirirler ve düzenlenen sözleşmeyi memurun ve iki tanığın önünde imzalarlar .;TÜRK MEDENİ KANUNU
sözleşmesi , tarafların yazılı anlaşmasıyla her zaman ortadan kaldırılabilir .;TÜRK MEDENİ KANUNU
"sözleşmesiyle mirasçı atanan veya kendisine belirli mal bırakılan kişinin , mirasbırakana karşı miras sözleşmesinin yapılmasından sonra mirasçılıktan çıkarma sebebi oluşturan davranışta bulunduğu ortaya çıkarsa ; mirasbırakan , miras sözleşmesini tek taraflı olarak ortadan kaldırabilir .";TÜRK MEDENİ KANUNU
taraflı ortadan kaldırma , vasiyetnameler için kanunda öngörülen şekillerden biriyle yapılır .;TÜRK MEDENİ KANUNU
sözleşmesi gereğince sağlararası edimleri isteme hakkı bulunan taraf , bu edimlerin sözleşmeye uygun olarak yerine getirilmemesi veya güvenceye bağlanmaması halinde borçlar hukuku kuralları uyarınca sözleşmeden dönebilir .;TÜRK MEDENİ KANUNU
atanan veya kendisine belirli mal bırakılan kişi mirasbırakanın ölümünde sağ değilse , miras sözleşmesi kendiliğinden ortadan kalkar .;TÜRK MEDENİ KANUNU
önce ölen kişinin mirasçıları , aksi kararlaştırılmış olmadıkça , ölüme bağlı tasarrufta bulunandan , miras sözleşmesi uyarınca elde ettiği ölüm tarihindeki zenginleşmeyi geri isteyebilirler .;TÜRK MEDENİ KANUNU
"sözleşmesi veya vasiyetnameyle yapılan ölüme bağlı kazandırmalar , mirasbırakanın tasarruf edebileceği kısmın sonradan daralması yüzünden hükümsüz olmaz ; sadece tenkis edilebilir .";TÜRK MEDENİ KANUNU
vasiyetnameyle bir veya birden çok vasiyeti yerine getirme görevlisi atayabilir .;TÜRK MEDENİ KANUNU
yerine getirme görevlisinin , göreve başladığı sırada fiil ehliyetine sahip olması gerekir .;TÜRK MEDENİ KANUNU
"yerine getirme görevlisine sulh hakimi tarafından bu görevi bildirilir ; bildirim tarihinden başlayarak onbeş gün içinde kabul edilmediği sulh hakimine bildirilmezse , görev kabul edilmiş sayılır .";TÜRK MEDENİ KANUNU
yerine getirme görevlisi hizmetinin karşılığında uygun bir ücret isteyebilir .;TÜRK MEDENİ KANUNU
çok vasiyeti yerine getirme görevlisinin atanmış olması halinde , tasarruftan veya işin niteliğinden aksi anlaşılmadıkça bunlar görevi birlikte yürütürler .;TÜRK MEDENİ KANUNU
biri görevi kabul etmez veya edemez ya da herhangi bir sebeple görevi sona ererse , mirasbırakanın tasarrufundan aksi anlaşılmadıkça diğerleri göreve devam eder .;TÜRK MEDENİ KANUNU
